Action Sentence                                                                           ,Formatted Output
"បកក្រោយ 7.52 ម៉ែត្រ នៅល្បឿន 9.18 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 160 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 9.18, 'distance': 7.52, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 160, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 9.5 ម៉ែត្រ នៅល្បឿន 5.29 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 217 ដឺក្រេ។"                            ,"{'action': 'move', 'params': {'linear_speed': 5.29, 'distance': 9.5, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 217, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 11.18 ម៉ែត្រ នៅល្បឿន 5.17 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 318 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 5.17, 'distance': 11.18, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 318, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 8.58 ម៉ែត្រ នៅល្បឿន 1.64 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 223 ដឺក្រេ។"                   ,"{'action': 'move', 'params': {'linear_speed': 1.64, 'distance': 8.58, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 223, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 4.02 ម៉ែត្រ នៅល្បឿន 6.2 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 195 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 6.2, 'distance': 4.02, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 195, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 14.62 ម៉ែត្រ នៅល្បឿន 5.75 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 25 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 5.75, 'distance': 14.62, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 25, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 15.96 ម៉ែត្រ នៅល្បឿន 3.42 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 227 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 3.42, 'distance': 15.96, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 227, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 8.58 ម៉ែត្រ នៅល្បឿន 6.21 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 267 ដឺក្រេ។"                  ,"{'action': 'move', 'params': {'linear_speed': 6.21, 'distance': 8.58, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 267, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 10.57 ម៉ែត្រ នៅល្បឿន 1.53 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 201 ដឺក្រេ។"                    ,"{'action': 'move', 'params': {'linear_speed': 1.53, 'distance': 10.57, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 201, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 19.01 ម៉ែត្រ នៅល្បឿន 5.14 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 330 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 5.14, 'distance': 19.01, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 330, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 8.43 ម៉ែត្រ នៅល្បឿន 2.4 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 57 ដឺក្រេ។"                     ,"{'action': 'move', 'params': {'linear_speed': 2.4, 'distance': 8.43, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 57, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 17.81 ម៉ែត្រ នៅល្បឿន 9.58 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 333 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 9.58, 'distance': 17.81, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 333, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 10.91 ម៉ែត្រ នៅល្បឿន 5.1 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 38 ដឺក្រេ។"                            ,"{'action': 'move', 'params': {'linear_speed': 5.1, 'distance': 10.91, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 38, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 17.43 ម៉ែត្រ នៅល្បឿន 1.34 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 128 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 1.34, 'distance': 17.43, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 128, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 12.18 ម៉ែត្រ នៅល្បឿន 7.85 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 165 ដឺក្រេ។"                     ,"{'action': 'move', 'params': {'linear_speed': 7.85, 'distance': 12.18, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 165, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 9.83 ម៉ែត្រ នៅល្បឿន 7.66 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 218 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 7.66, 'distance': 9.83, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 218, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 1.75 ម៉ែត្រ នៅល្បឿន 5.84 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 149 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 5.84, 'distance': 1.75, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 149, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 9.94 ម៉ែត្រ នៅល្បឿន 7.87 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 103 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 7.87, 'distance': 9.94, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 103, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 12.89 ម៉ែត្រ នៅល្បឿន 8.87 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 229 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 8.87, 'distance': 12.89, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 229, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 3.65 ម៉ែត្រ នៅល្បឿន 9.95 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 284 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 9.95, 'distance': 3.65, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 284, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 1.4 ម៉ែត្រ នៅល្បឿន 9.3 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 268 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 9.3, 'distance': 1.4, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 268, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 16.05 ម៉ែត្រ នៅល្បឿន 4.95 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 224 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 4.95, 'distance': 16.05, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 224, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 9.25 ម៉ែត្រ នៅល្បឿន 4.84 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 170 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 4.84, 'distance': 9.25, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 170, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 2.61 ម៉ែត្រ នៅល្បឿន 2.4 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 209 ដឺក្រេ។"                   ,"{'action': 'move', 'params': {'linear_speed': 2.4, 'distance': 2.61, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 209, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 3.53 ម៉ែត្រ នៅល្បឿន 3.97 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 217 ដឺក្រេ។"                    ,"{'action': 'move', 'params': {'linear_speed': 3.97, 'distance': 3.53, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 217, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 12.79 ម៉ែត្រ នៅល្បឿន 9.77 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 319 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 9.77, 'distance': 12.79, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 319, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 7.2 ម៉ែត្រ នៅល្បឿន 5.57 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 191 ដឺក្រេ។"                      ,"{'action': 'move', 'params': {'linear_speed': 5.57, 'distance': 7.2, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 191, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 14.27 ម៉ែត្រ នៅល្បឿន 1.25 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 127 ដឺក្រេ។"                   ,"{'action': 'move', 'params': {'linear_speed': 1.25, 'distance': 14.27, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 127, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 1.31 ម៉ែត្រ នៅល្បឿន 4.01 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 138 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 4.01, 'distance': 1.31, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 138, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 17.01 ម៉ែត្រ នៅល្បឿន 3.65 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 70 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 3.65, 'distance': 17.01, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 70, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 3.49 ម៉ែត្រ នៅល្បឿន 9.08 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 322 ដឺក្រេ។"                           ,"{'action': 'move', 'params': {'linear_speed': 9.08, 'distance': 3.49, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 322, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 9.9 ម៉ែត្រ នៅល្បឿន 6.27 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 101 ដឺក្រេ។"                            ,"{'action': 'move', 'params': {'linear_speed': 6.27, 'distance': 9.9, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 101, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 10.01 ម៉ែត្រ នៅល្បឿន 7.22 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 172 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 7.22, 'distance': 10.01, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 172, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 18.72 ម៉ែត្រ នៅល្បឿន 2.27 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 303 ដឺក្រេ។"                 ,"{'action': 'move', 'params': {'linear_speed': 2.27, 'distance': 18.72, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 303, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 19.45 ម៉ែត្រ នៅល្បឿន 2.01 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 191 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 2.01, 'distance': 19.45, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 191, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 16.99 ម៉ែត្រ នៅល្បឿន 7.8 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 120 ដឺក្រេ។"                   ,"{'action': 'move', 'params': {'linear_speed': 7.8, 'distance': 16.99, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 120, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 18.66 ម៉ែត្រ នៅល្បឿន 4.21 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 138 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 4.21, 'distance': 18.66, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 138, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 12.3 ម៉ែត្រ នៅល្បឿន 9.92 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 201 ដឺក្រេ។"                  ,"{'action': 'move', 'params': {'linear_speed': 9.92, 'distance': 12.3, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 201, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 1.81 ម៉ែត្រ នៅល្បឿន 2.61 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 95 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 2.61, 'distance': 1.81, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 95, 'is_clockwise': True, 'unit': 'degree'}}"
