input                                                                                                                 ,output
"['ចូលអ្នកទៅមុខដប់ប្រាំបីក្បៀសប៉ែតសិបមួយម៉ែត្រ', 'ទៅមុខបន្ថែមទៀត', 'ថយមកកន្លែងដើមវិញ']"                                                ,"[{'action': 'move', 'params': {'distance':  18.81, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  18.81, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  37.62, 'is_forward':  false, 'unit': 'meter'}}]"
"['កូនរ៉ូបូតទៅមុខចម្ងាយដប់ពីរក្បៀសម្ភៃពីរម៉ែត្រ', 'តោះទៀត', 'បើកមកក្រោយវិញ']"                                                        ,"[{'action': 'move', 'params': {'distance':  12.22, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  12.22, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  24.44, 'is_forward':  false, 'unit': 'meter'}}]"
"['មករ៉ូបូតផ្លាស់ទីទៅមុខសាមសិបប្រាំបីក្បៀសដប់ម៉ែត្រ', 'រ៉ូបូតយើងបន្តរទៅមុខទៀត', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']"                                    ,"[{'action': 'move', 'params': {'distance':  38.1, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  38.1, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  76.2, 'is_forward':  false, 'unit': 'meter'}}]"
"['រ៉ូបូតទៅមុខចំងាយសាមសិបប្រាំបួនក្បៀសដប់ប្រាំពីរម៉ែត្រ', 'តោះទៅថែមទៀត', 'បើកទៅវិញ']"                                                  ,"[{'action': 'move', 'params': {'distance':  39.17, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  39.17, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  78.34, 'is_forward':  false, 'unit': 'meter'}}]"
"['ទៅមុខដប់ប្រាំមួយក្បៀសកៅសិបប្រាំបីម៉ែត្រ', 'ទៅមុខថែមទៀតទៅ', 'រួចហើយថយមកវិញ']"                                                      ,"[{'action': 'move', 'params': {'distance':  16.98, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  16.98, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  33.96, 'is_forward':  false, 'unit': 'meter'}}]"
"['តោះជិះទៅមុខសាមសិបប្រាំបួនក្បៀសដប់ម៉ែត្រ', 'រ៉ូបូតជិះទៅមុខទៀត', 'ទៅថយទៅវិញ']"                                                       ,"[{'action': 'move', 'params': {'distance':  39.1, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  39.1, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  78.2, 'is_forward':  false, 'unit': 'meter'}}]"
"['ផ្លាស់ទីទៅមុខសាមសិបប្រាំក្បៀសចិតសិបបួនម៉ែត្រ', 'រ៉ូបូតទៅមុខទៀត', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']"                                             ,"[{'action': 'move', 'params': {'distance':  35.74, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  35.74, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  71.48, 'is_forward':  false, 'unit': 'meter'}}]"
"['ហេរ៉ូបូតទៅមុខម្ភៃមួយក្បៀសសែសិបបីម៉ែត្រ', 'ធ្វើដំណើរទៅមុខទៀត', 'ថយមករកកន្លែងចាប់ផ្ដើមវិញ']"                                           ,"[{'action': 'move', 'params': {'distance':  21.43, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  21.43, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  42.86, 'is_forward':  false, 'unit': 'meter'}}]"
"['ទៅមុខសែសិបមួយក្បៀសហាសិបបួនម៉ែត្រ', 'ទៅមុខថែមទៀតទៅ', 'រួចហើយថយក្រោយមកវិញ']"                                                     ,"[{'action': 'move', 'params': {'distance':  41.54, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  41.54, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  83.08, 'is_forward':  false, 'unit': 'meter'}}]"
"['កូនរ៉ូបូតទៅមុខម្ភៃមួយក្បៀសសែសិបពីរម៉ែត្រ', 'បន្តទៅទៀត', 'រ៉ូបូតថយក្រោយវិញ']"                                                         ,"[{'action': 'move', 'params': {'distance':  21.42, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  21.42, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  42.84, 'is_forward':  false, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតទៅមុខដប់ក្បៀសប្រាំម៉ែត្រ', 'បើកទៅទៀត', 'មកវិញមក']"                                                                   ,"[{'action': 'move', 'params': {'distance':  10.05, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  10.05, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  20.1, 'is_forward':  false, 'unit': 'meter'}}]"
"['កូនរ៉ូបូតទៅមុខចម្ងាយម្ភៃបួនក្បៀសហាសិបម៉ែត្រ', 'តោះទៀត', 'បើកមកវិញ']"                                                            ,"[{'action': 'move', 'params': {'distance':  24.5, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  24.5, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  49.0, 'is_forward':  false, 'unit': 'meter'}}]"
"['ទៅមុខប្រាំបីក្បៀសចិតសិបប្រាំមួយម៉ែត្រ', 'ទៅ', 'បន្ទាប់មកថយក្រោយមកវិញ']"                                                            ,"[{'action': 'move', 'params': {'distance':  8.76, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  8.76, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  17.52, 'is_forward':  false, 'unit': 'meter'}}]"
"['តោះជិះទៅមុខម្ភៃប្រាំក្បៀសហាសិបមួយម៉ែត្រ', 'រ៉ូបូតជិះទៅមុខទៀត', 'ទៅថយទៅវិញ']"                                                       ,"[{'action': 'move', 'params': {'distance':  25.51, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  25.51, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  51.02, 'is_forward':  false, 'unit': 'meter'}}]"
"['ចូលទៅមុខសែសិបប្រាំបួនក្បៀសហាសិបមួយម៉ែត្រ', 'ទៅមុខទៀត', 'ថយមកវិញ']"                                                              ,"[{'action': 'move', 'params': {'distance':  49.51, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  49.51, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  99.02, 'is_forward':  false, 'unit': 'meter'}}]"
"['ចូលរ៉ូបូតទៅមុខដប់ប្រាំបីក្បៀសសាមសិបប្រាំពីរម៉ែត្រ', 'ទៅមុខបន្ថែមទៀត', 'ថយមកវិញ']"                                                     ,"[{'action': 'move', 'params': {'distance':  18.37, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  18.37, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  36.74, 'is_forward':  false, 'unit': 'meter'}}]"
"['ចូលអ្នកទៅមុខមួយក្បៀសម្ភៃប្រាំម៉ែត្រ', 'ទៅមុខបន្ថែមទៀត', 'ថយមកកន្លែងដើមវិញ']"                                                     ,"[{'action': 'move', 'params': {'distance':  1.25, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  1.25, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  2.5, 'is_forward':  false, 'unit': 'meter'}}]"
"['តោះបើកទៅមុខម្ភៃប្រាំពីរក្បៀសសែសិបប្រាំម៉ែត្រ', 'បើកទៅមុខទៀត', 'ថយទៅកន្លែងចាប់ផ្ដើមវិញ']"                                           ,"[{'action': 'move', 'params': {'distance':  27.45, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  27.45, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  54.9, 'is_forward':  false, 'unit': 'meter'}}]"
"['អ្នកផ្លាស់ទីទៅមុខដប់មួយក្បៀសដប់ប្រាំបួនម៉ែត្រ', 'រ៉ូបូតទៅមុខទៀត', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']"                                             ,"[{'action': 'move', 'params': {'distance':  11.19, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  11.19, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  22.38, 'is_forward':  false, 'unit': 'meter'}}]"
"['មករ៉ូបូតទៅមុខសាមសិបពីរក្បៀសប៉ែតសិបប្រាំម៉ែត្រ', 'ធ្វើដំណើរទៅទៀត', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']"                                          ,"[{'action': 'move', 'params': {'distance':  32.85, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  32.85, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  65.7, 'is_forward':  false, 'unit': 'meter'}}]"
"['តោះធ្វើដំណើរទៅមុខដប់ប្រាំពីរក្បៀសប្រាំបីម៉ែត្រ', 'រ៉ូបូតបើកបន្តទៅមុខទៀត', 'មករ៉ូបូតថយទៅវិញ']"                                            ,"[{'action': 'move', 'params': {'distance':  17.08, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  17.08, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  34.16, 'is_forward':  false, 'unit': 'meter'}}]"
"['ទៅមុខនោះសាមសិបបួនក្បៀសប៉ែតសិបបីម៉ែត្រ', 'ទៀត', 'បើកថយមកក្រោយវិញ']"                                                            ,"[{'action': 'move', 'params': {'distance':  34.83, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  34.83, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  69.66, 'is_forward':  false, 'unit': 'meter'}}]"
"['កូនរ៉ូបូតទៅមុខចំងាយសែសិបប្រាំបីក្បៀសកៅសិបប្រាំបួនម៉ែត្រ', 'តោះទៅបន្ថែមទៀត', 'មកវិញ']"                                                 ,"[{'action': 'move', 'params': {'distance':  48.99, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  48.99, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  97.98, 'is_forward':  false, 'unit': 'meter'}}]"
"['ទៅមុខដប់បួនក្បៀសដប់ប្រាំមួយម៉ែត្រ', 'ទៅទៀត', 'បន្ទាបមកថយក្រោយមកវិញ']"                                                           ,"[{'action': 'move', 'params': {'distance':  14.16, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  14.16, 'is_forward':  true, 'unit': 'meter'}},{'action': 'move', 'params': {'distance':  28.32, 'is_forward':  false, 'unit': 'meter'}}]"
